295,οἷον ὅτε πρῶτόν περ ἐμισγέσθην φιλότητι
296,"εἰς εὐνὴν φοιτῶντε, φίλους λήθοντε τοκῆας."
297,στῆ δʼ αὐτῆς προπάροιθεν ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζεν·
298,Ἥρη πῇ μεμαυῖα κατʼ Οὐλύμπου τόδʼ ἱκάνεις;
299,ἵπποι δʼ οὐ παρέασι καὶ ἅρματα τῶν κʼ ἐπιβαίης.
300,τὸν δὲ δολοφρονέουσα προσηύδα πότνια Ἥρη·
301,"ἔρχομαι ὀψομένη πολυφόρβου πείρατα γαίης,"
302,"Ὠκεανόν τε θεῶν γένεσιν καὶ μητέρα Τηθύν,"
303,οἵ με σφοῖσι δόμοισιν ἐῢ τρέφον ἠδʼ ἀτίταλλον·
304,"τοὺς εἶμʼ ὀψομένη, καί σφʼ ἄκριτα νείκεα λύσω·"
305,ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται
306,"εὐνῆς καὶ φιλότητος, ἐπεὶ χόλος ἔμπεσε θυμῷ."
307,ἵπποι δʼ ἐν πρυμνωρείῃ πολυπίδακος Ἴδης
308,"ἑστᾶσʼ, οἵ μʼ οἴσουσιν ἐπὶ τραφερήν τε καὶ ὑγρήν."
309,"νῦν δὲ σεῦ εἵνεκα δεῦρο κατʼ Οὐλύμπου τόδʼ ἱκάνω,"
310,"μή πώς μοι μετέπειτα χολώσεαι, αἴ κε σιωπῇ"
311,οἴχωμαι πρὸς δῶμα βαθυρρόου Ὠκεανοῖο.
312,τὴν δʼ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς·
313,"Ἥρη κεῖσε μὲν ἔστι καὶ ὕστερον ὁρμηθῆναι,"
314,νῶϊ δʼ ἄγʼ ἐν φιλότητι τραπείομεν εὐνηθέντε.
315,οὐ γάρ πώ ποτέ μʼ ὧδε θεᾶς ἔρος οὐδὲ γυναικὸς
316,"θυμὸν ἐνὶ στήθεσσι περιπροχυθεὶς ἐδάμασσεν,"
317,"οὐδʼ ὁπότʼ ἠρασάμην Ἰξιονίης ἀλόχοιο,"
318,ἣ τέκε Πειρίθοον θεόφιν μήστωρʼ ἀτάλαντον·
319,"οὐδʼ ὅτε περ Δανάης καλλισφύρου Ἀκρισιώνης,"
320,ἣ τέκε Περσῆα πάντων ἀριδείκετον ἀνδρῶν·
321,"οὐδʼ ὅτε Φοίνικος κούρης τηλεκλειτοῖο,"
322,ἣ τέκε μοι Μίνων τε καὶ ἀντίθεον Ῥαδάμανθυν·
323,"οὐδʼ ὅτε περ Σεμέλης οὐδʼ Ἀλκμήνης ἐνὶ Θήβῃ,"
324,ἥ ῥʼ Ἡρακλῆα κρατερόφρονα γείνατο παῖδα·
325,ἣ δὲ Διώνυσον Σεμέλη τέκε χάρμα βροτοῖσιν·
326,"οὐδʼ ὅτε Δήμητρος καλλιπλοκάμοιο ἀνάσσης,"
327,"οὐδʼ ὁπότε Λητοῦς ἐρικυδέος, οὐδὲ σεῦ αὐτῆς,"
328,ὡς σέο νῦν ἔραμαι καί με γλυκὺς ἵμερος αἱρεῖ.
329,τὸν δὲ δολοφρονέουσα προσηύδα πότνια Ἥρη·
330,αἰνότατε Κρονίδη ποῖον τὸν μῦθον ἔειπες.
331,εἰ νῦν ἐν φιλότητι λιλαίεαι εὐνηθῆναι
332,"Ἴδης ἐν κορυφῇσι, τὰ δὲ προπέφανται ἅπαντα·"
333,πῶς κʼ ἔοι εἴ τις νῶϊ θεῶν αἰειγενετάων
334,"εὕδοντʼ ἀθρήσειε, θεοῖσι δὲ πᾶσι μετελθὼν"
335,πεφράδοι; οὐκ ἂν ἔγωγε τεὸν πρὸς δῶμα νεοίμην
336,"ἐξ εὐνῆς ἀνστᾶσα, νεμεσσητὸν δέ κεν εἴη."
337,"ἀλλʼ εἰ δή ῥʼ ἐθέλεις καί τοι φίλον ἔπλετο θυμῷ,"
338,"ἔστιν τοι θάλαμος, τόν τοι φίλος υἱὸς ἔτευξεν"
339,"Ἥφαιστος, πυκινὰς δὲ θύρας σταθμοῖσιν ἐπῆρσεν·"
340,"ἔνθʼ ἴομεν κείοντες, ἐπεί νύ τοι εὔαδεν εὐνή."
341,τὴν δʼ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς·
342,Ἥρη μήτε θεῶν τό γε δείδιθι μήτέ τινʼ ἀνδρῶν
343,ὄψεσθαι· τοῖόν τοι ἐγὼ νέφος ἀμφικαλύψω
344,"χρύσεον· οὐδʼ ἂν νῶϊ διαδράκοι Ἠέλιός περ,"
345,οὗ τε καὶ ὀξύτατον πέλεται φάος εἰσοράασθαι.
346,ἦ ῥα καὶ ἀγκὰς ἔμαρπτε Κρόνου παῖς ἣν παράκοιτιν·
347,"τοῖσι δʼ ὑπὸ χθὼν δῖα φύεν νεοθηλέα ποίην,"
348,λωτόν θʼ ἑρσήεντα ἰδὲ κρόκον ἠδʼ ὑάκινθον
349,"πυκνὸν καὶ μαλακόν, ὃς ἀπὸ χθονὸς ὑψόσʼ ἔεργε."
350,"τῷ ἔνι λεξάσθην, ἐπὶ δὲ νεφέλην ἕσσαντο"
351,καλὴν χρυσείην· στιλπναὶ δʼ ἀπέπιπτον ἔερσαι.
352,"ὣς ὃ μὲν ἀτρέμας εὗδε πατὴρ ἀνὰ Γαργάρῳ ἄκρῳ,"
353,"ὕπνῳ καὶ φιλότητι δαμείς, ἔχε δʼ ἀγκὰς ἄκοιτιν·"
354,βῆ δὲ θέειν ἐπὶ νῆας Ἀχαιῶν νήδυμος Ὕπνος
355,ἀγγελίην ἐρέων γαιηόχῳ ἐννοσιγαίῳ·
356,ἀγχοῦ δʼ ἱστάμενος ἔπεα πτερόεντα προσηύδα·
357,"πρόφρων νῦν Δαναοῖσι Ποσείδαον ἐπάμυνε,"
358,"καί σφιν κῦδος ὄπαζε μίνυνθά περ, ὄφρʼ ἔτι εὕδει"
359,"Ζεύς, ἐπεὶ αὐτῷ ἐγὼ μαλακὸν περὶ κῶμʼ ἐκάλυψα·"
360,Ἥρη δʼ ἐν φιλότητι παρήπαφεν εὐνηθῆναι.
361,"ὣς εἰπὼν ὃ μὲν ᾤχετʼ ἐπὶ κλυτὰ φῦλʼ ἀνθρώπων,"
362,τὸν δʼ ἔτι μᾶλλον ἀνῆκεν ἀμυνέμεναι Δαναοῖσιν.
363,αὐτίκα δʼ ἐν πρώτοισι μέγα προθορὼν ἐκέλευσεν·
364,Ἀργεῖοι καὶ δʼ αὖτε μεθίεμεν Ἕκτορι νίκην
365,"Πριαμίδῃ, ἵνα νῆας ἕλῃ καὶ κῦδος ἄρηται;"
366,ἀλλʼ ὃ μὲν οὕτω φησὶ καὶ εὔχεται οὕνεκʼ Ἀχιλλεὺς
367,νηυσὶν ἔπι γλαφυρῇσι μένει κεχολωμένος ἦτορ·
368,"κείνου δʼ οὔ τι λίην ποθὴ ἔσσεται, εἴ κεν οἳ ἄλλοι"
369,ἡμεῖς ὀτρυνώμεθʼ ἀμυνέμεν ἀλλήλοισιν.
370,ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες·
371,ἀσπίδες ὅσσαι ἄρισται ἐνὶ στρατῷ ἠδὲ μέγισται
372,"ἑσσάμενοι, κεφαλὰς δὲ παναίθῃσιν κορύθεσσι"
373,"κρύψαντες, χερσίν τε τὰ μακρότατʼ ἔγχεʼ ἑλόντες"
374,"ἴομεν· αὐτὰρ ἐγὼν ἡγήσομαι, οὐδʼ ἔτι φημὶ"
375,Ἕκτορα Πριαμίδην μενέειν μάλα περ μεμαῶτα.
376,"ὃς δέ κʼ ἀνὴρ μενέχαρμος, ἔχει δʼ ὀλίγον σάκος ὤμῳ,"
377,"χείρονι φωτὶ δότω, ὃ δʼ ἐν ἀσπίδι μείζονι δύτω."
378,"ὣς ἔφαθʼ, οἳ δʼ ἄρα τοῦ μάλα μὲν κλύον ἠδὲ πίθοντο·"
379,τοὺς δʼ αὐτοὶ βασιλῆες ἐκόσμεον οὐτάμενοί περ
380,Τυδεΐδης Ὀδυσεύς τε καὶ Ἀτρεΐδης Ἀγαμέμνων·
381,οἰχόμενοι δʼ ἐπὶ πάντας ἀρήϊα τεύχεʼ ἄμειβον·
382,"ἐσθλὰ μὲν ἐσθλὸς ἔδυνε, χέρεια δὲ χείρονι δόσκεν."
383,αὐτὰρ ἐπεί ῥʼ ἕσσαντο περὶ χροῒ νώροπα χαλκὸν
384,βάν ῥʼ ἴμεν· ἦρχε δʼ ἄρά σφι Ποσειδάων ἐνοσίχθων
385,δεινὸν ἄορ τανύηκες ἔχων ἐν χειρὶ παχείῃ
386,εἴκελον ἀστεροπῇ· τῷ δʼ οὐ θέμις ἐστὶ μιγῆναι
387,"ἐν δαῒ λευγαλέῃ, ἀλλὰ δέος ἰσχάνει ἄνδρας."
388,Τρῶας δʼ αὖθʼ ἑτέρωθεν ἐκόσμει φαίδιμος Ἕκτωρ.
389,δή ῥα τότʼ αἰνοτάτην ἔριδα πτολέμοιο τάνυσσαν
390,"κυανοχαῖτα Ποσειδάων καὶ φαίδιμος Ἕκτωρ,"
391,"ἤτοι ὃ μὲν Τρώεσσιν, ὃ δʼ Ἀργείοισιν ἀρήγων."
392,ἐκλύσθη δὲ θάλασσα ποτὶ κλισίας τε νέας τε
393,Ἀργείων· οἳ δὲ ξύνισαν μεγάλῳ ἀλαλητῷ.
394,οὔτε θαλάσσης κῦμα τόσον βοάᾳ ποτὶ χέρσον
395,ποντόθεν ὀρνύμενον πνοιῇ Βορέω ἀλεγεινῇ·
396,οὔτε πυρὸς τόσσός γε ποτὶ βρόμος αἰθομένοιο
397,"οὔρεος ἐν βήσσῃς, ὅτε τʼ ὤρετο καιέμεν ὕλην·"
398,οὔτʼ ἄνεμος τόσσόν γε περὶ δρυσὶν ὑψικόμοισι
399,"ἠπύει, ὅς τε μάλιστα μέγα βρέμεται χαλεπαίνων,"
400,ὅσση ἄρα Τρώων καὶ Ἀχαιῶν ἔπλετο φωνὴ
401,"δεινὸν ἀϋσάντων, ὅτʼ ἐπʼ ἀλλήλοισιν ὄρουσαν."
